unit,series,year,tier,mark_scheme,title,url
M2,Summer,2019,F,1,"Foundation Tier, M2 (Calculator Paper)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%20%282017%29/2019-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2019-Foundation%20Tier%2C%20M2%20%28Calculator%20Paper%29-MS.pdf
M1,Summer,2019,F,1,"Foundation Tier, M1 (Calculator Paper)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%20%282017%29/2019-Summer/Standard/0/GCSE-Mathematics%20-504-Summer2019-Foundation%20Tier%2C%20M1%20%28Calculator%20Paper%29-MS.pdf
M4,January,2019,H,0,"Higher Tier, M4 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2019-January/Standard/0/GCSE-Mathematics%20-504-January2019-Higher%20Tier%2C%20M4%20%28With%20calculator%29-Paper.pdf
M3,January,2019,H,0,"Higher Tier, M3 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2019-January/Standard/0/GCSE-Mathematics%20-504-January2019-Higher%20Tier%2C%20M3%20%28With%20calculator%29-Paper.pdf
M4,January,2019,H,1,"Higher Tier, M4 (With calculator) ",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%20%282017%29/2019-January/Standard/0/GCSE-Mathematics%20-504-January2019-Higher%20Tier%2C%20M4%20%28With%20calculator%29%20-MS.pdf
M3,January,2019,H,1,"Higher Tier, M3 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%20%282017%29/2019-January/Standard/0/GCSE-Mathematics%20-504-January2019-Higher%20Tier%2C%20M3%20%28With%20calculator%29-MS.pdf
M2,January,2019,F,0,"Foundation Tier, M2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2019-January/Standard/0/GCSE-Mathematics%20-504-January2019-Foundation%20Tier%2C%20M2%20%28With%20calculator%29-Paper.pdf
M1,January,2019,F,0,"Foundation Tier, M1 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%282017%29/2019-January/Standard/0/GCSE-Mathematics%20-504-January2019-Foundation%20Tier%2C%20M1%20%28With%20calculator%29-Paper.pdf
M2,January,2019,F,1,"Foundation Tier, M2 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%20%282017%29/2019-January/Standard/0/GCSE-Mathematics%20-504-January2019-Foundation%20Tier%2C%20M2%20%28With%20calculator%29-MS.pdf
M1,January,2019,F,1,"Foundation Tier, M1 (With calculator)",https://ccea.org.uk/downloads/docs/Past-Papers/cleared/GCSE/GCSE%20Mathematics%20%20%282017%29/2019-January/Standard/0/GCSE-Mathematics%20-504-January2019-Foundation%20Tier%2C%20M1%20%28With%20calculator%29-MS.pdf
